ID_SERIE;NOMBRE;LINK;DESCRIPCION;SERIES
19;Shounen Anime;https://myanimelist.net/anime/genre/27/Shounen;;1914
20;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
20;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
20;Ecchi Anime;https://myanimelist.net/anime/genre/9/Ecchi;;789
20;Harem Anime;https://myanimelist.net/anime/genre/35/Harem;;458
20;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
20;School Anime;https://myanimelist.net/anime/genre/23/School;;2002
21;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
21;Fantasy Anime;https://myanimelist.net/anime/genre/10/Fantasy;Magical powers, unnatural creatures, or other unreal elements which cannot be explained by science are prevalent and normal to the setting they exist in. Fantasy stories can take place on Earth (urban fantasy) or in another world.  Character traits (e.g. magician vs demon/spirit) and setting do not determine if a story is Fantasy. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. Sometimes a story can be both Fantasy and Supernatural, but this is rare.  When searching for High Fantasy stories, excluding lower fantasy themes (e.g. Mythology, Superpower) can help refine your search.;5531
21;Harem Anime;https://myanimelist.net/anime/genre/35/Harem;;458
21;Isekai Anime;https://myanimelist.net/anime/genre/62/Isekai;;336
21;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
21;Parody Anime;https://myanimelist.net/anime/genre/20/Parody;;747
22;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
22;Drama Anime;https://myanimelist.net/anime/genre/8/Drama;Plot-driven stories focused on realistic characters experiencing human struggle. Because drama stories ask the question of what it means to be human, the conflict and emotions will be relatable, even if the settings or characters themselves are not. Here, you will see humanity at its worst, its best, and everything in between.  Simply having a serious tone, dramatic moments, or evoking tears does not equal Drama. If the narrative focuses on eliciting emotional reactions rather than on characterization, then it is melodrama and not Drama. Slice of Life and Drama are incompatible by definition.;2891
22;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
22;Shounen Anime;https://myanimelist.net/anime/genre/27/Shounen;;1914
23;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
23;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
23;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
23;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
24;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
24;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
24;Supernatural Anime;https://myanimelist.net/anime/genre/37/Supernatural;Primarily taking place on Earth, supernatural stories incorporate elements or attributes that are unnatural and unexplainable by science. Creatures common in folklore (ghosts, vampires) or humans with metaphysical powers (telekinesis, mind reading) are often featured.  Character traits (e.g. demon/spirit) and setting alone do not determine if a story is Supernatural. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. Sometimes a story can be both Supernatural and Fantasy, but this is rare.  When searching for stories featuring creatures, spirits, or gods from folklore, the Mythology and Vampire themes can help refine your search. For superhero stories, please refer to Mahou Shoujo or Superpower.;1487
24;Harem Anime;https://myanimelist.net/anime/genre/35/Harem;;458
24;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
24;Shounen Anime;https://myanimelist.net/anime/genre/27/Shounen;;1914
25;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
25;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
25;School Anime;https://myanimelist.net/anime/genre/23/School;;2002
25;Shoujo Anime;https://myanimelist.net/anime/genre/25/Shoujo;;476
26;Adventure Anime;https://myanimelist.net/anime/genre/2/Adventure;Whether aiming for a specific goal or just struggling to survive, the main character is thrust into unfamiliar situations or lands and continuously faces unexpected dangers. The narrative of adventure stories is always on how the characters react to sudden events or trials during the journey, indicating personal growth or setback based on which actions or choices are taken.  Character development as a response to the journey's dangers is a requirement of adventure stories. Simply experiencing foreign lands or worlds is not adventure.;3949
26;Award Winning Anime;https://myanimelist.net/anime/genre/46/Award_Winning;Titles which have won prestigious or professional awards in Japan. Examples include the Tokyo Anime Award or Japan Media Arts Festival awards.;240
26;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
26;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
26;School Anime;https://myanimelist.net/anime/genre/23/School;;2002
26;Seinen Anime;https://myanimelist.net/anime/genre/42/Seinen;;992
27;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
27;Fantasy Anime;https://myanimelist.net/anime/genre/10/Fantasy;Magical powers, unnatural creatures, or other unreal elements which cannot be explained by science are prevalent and normal to the setting they exist in. Fantasy stories can take place on Earth (urban fantasy) or in another world.  Character traits (e.g. magician vs demon/spirit) and setting do not determine if a story is Fantasy. If majority of the cast has magical or supernatural powers (e.g. one normal highschool boy surrounded by five goddesses), then the story is Fantasy. If only a few characters have powers and most of the cast would be in disbelief to discover this (e.g. one man is an exorcist and the rest are normal adults), then the story is Supernatural. Sometimes a story can be both Fantasy and Supernatural, but this is rare.  When searching for High Fantasy stories, excluding lower fantasy themes (e.g. Mythology, Superpower) can help refine your search.;5531
27;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
27;Isekai Anime;https://myanimelist.net/anime/genre/62/Isekai;;336
27;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
27;Parody Anime;https://myanimelist.net/anime/genre/20/Parody;;747
28;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
28;Drama Anime;https://myanimelist.net/anime/genre/8/Drama;Plot-driven stories focused on realistic characters experiencing human struggle. Because drama stories ask the question of what it means to be human, the conflict and emotions will be relatable, even if the settings or characters themselves are not. Here, you will see humanity at its worst, its best, and everything in between.  Simply having a serious tone, dramatic moments, or evoking tears does not equal Drama. If the narrative focuses on eliciting emotional reactions rather than on characterization, then it is melodrama and not Drama. Slice of Life and Drama are incompatible by definition.;2891
28;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
28;Shounen Anime;https://myanimelist.net/anime/genre/27/Shounen;;1914
29;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
29;Childcare Anime;https://myanimelist.net/anime/genre/53/Childcare;;68
29;Gag Humor Anime;https://myanimelist.net/anime/genre/57/Gag_Humor;;241
29;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
29;Shounen Anime;https://myanimelist.net/anime/genre/27/Shounen;;1914
30;Boys Love Anime;https://myanimelist.net/anime/genre/28/Boys_Love;Same-sex romantic/sexual relationships between men are the focus of these stories.  The term Boys Love and its abbreviation BL are commonly used to refer media written by women for female audiences in Japan, while the term Bara is often used for media written by men for male audiences. In the West, the terms Shounen Ai (romantic/non-sexual) and Yaoi (sexual) are more commonly used for BL.  On MAL, Boys Love combines all homosexual relationships between men and explicit genres (Ecchi, Erotica, Hentai) are used to indicate the sexual content level. This means most Shounen Ai stories have no explicit genres, most Yaoi are labelled Ecchi or Erotica, and most Bara are labelled Hentai.;171
30;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
30;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
30;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
30;Showbiz Anime;https://myanimelist.net/anime/genre/75/Showbiz;Show business, or Showbiz for short, describes the industry which produces popular entertainment media such as television shows, movies, radio programs, magazines, and mainstream contemporary music. One or main characters in Showbiz themed stories work in the entertainment industry, either as a performer (e.g. actress, model) or in business development (e.g. manager, producer). Their occupation should also be central to the main story's plotline. For example, simply dating a famous band member but never seeing that character perform or struggle with their profession is not Showbiz.  Idols-themed stories are a subcategory of Showbiz, so they are not double-tagged with Idols (female) or Idols (male). Stories featuring a main cast of both female and male idols equally is rare, so those will be have the Showbiz theme.;36
31;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
31;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
31;CGDCT Anime;https://myanimelist.net/anime/genre/52/CGDCT;;234
31;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
31;Workplace Anime;https://myanimelist.net/anime/genre/48/Workplace;;183
32;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
32;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
32;School Anime;https://myanimelist.net/anime/genre/23/School;;2002
32;Seinen Anime;https://myanimelist.net/anime/genre/42/Seinen;;992
33;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
33;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
33;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
33;Workplace Anime;https://myanimelist.net/anime/genre/48/Workplace;;183
34;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
34;CGDCT Anime;https://myanimelist.net/anime/genre/52/CGDCT;;234
34;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
35;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
35;Romance Anime;https://myanimelist.net/anime/genre/22/Romance;Falling in love and struggling to progress towards—or maintain—a romantic relationship take priority, while other subplots either take backseat or are designed to develop the main love story. The narrative focuses on the thoughts and emotions of the characters, illustrating the connections between them and explaining their reactions to events or conflict. Almost always, the story ends happily and the couple is rewarded for their efforts with lasting love.  Romance stories require significant romantic development leading to some kind of conclusion: either to begin the relationship, continue it, or end it. Open-ended romantic endings are only acceptable when the work is an incomplete adaptation of a Romance source. "Teasing" stories which do not narrate significant romantic development but have a conclusion should be tagged Romantic Subplot.  A story can be simply Romance. Since they are plot-driven stories showing humans experiencing romantic struggle, most Romance has some Drama inherently. For both tags, the drama should be focused not only on the relationship but also on the side storylines; for example, one character overcoming the death of a loved one or a drug addiction. Comedy requires Romance narratives to be focused on eliciting laughter, not only using comedy for lightheartedness. Slice of Life and Romance are incompatible by definition.;2036
35;Adult Cast Anime;https://myanimelist.net/anime/genre/50/Adult_Cast;;557
35;Otaku Culture Anime;https://myanimelist.net/anime/genre/69/Otaku_Culture;Otaku is a term in used in modern Japan to refer to people with obsessive interests. Outside of Japan, it specifically denotes people who have a heavy interest in anime, manga, and other Japanese culture or entertainment. Otaku Culture themed stories have a plot which is related to the hobbies or occupation of a main cast who are heavily involved in anime-related media. Characters could be creating anime or manga (professionally or casually with friends), attending conventions or idol concerts, dressing up in cosplay, etc.  Please note stories focusing on seiyuu (voice acting) fall under the Showbiz theme due to their celebrity status.;92
36;Comedy Anime;https://myanimelist.net/anime/genre/4/Comedy;Uplifting the audience with positive emotion takes priority, eliciting laughter, amusement, or general entertainment. Almost always, comedy stories are episodic or have happy endings.  Nearly every work will use comedy as a plot device to relieve tension, but the overarching narrative must be focused on evoking amusement to be Comedy. Drama and Comedy are not mutually exclusive, but mixing them requires the audience facing human struggle with lightheartedness. Slice of Life and Comedy are incompatible by definition.;7175
