"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"32","Jitsu wa Watashi wa","https://cdn.myanimelist.net/images/anime/8/74042.jpg","TV","13","Finished Airing","2015-07-07","Discotek Media","[48, 79, 80, 81, 41, 50, 82, 83, 84, 85, 86]","Manga","[17, 10, 8, 21, 22, 5, 6]","23.0","One day after school, Asahi Kuromine stumbles upon the truth that Youko Shiragami, the girl he has a crush on, is actually a vampire. According to her father's rules, Youko must now quit school in order to keep her family safe. However, Asahi does not want her to go and promises that he will keep her true nature secret. Unfortunately, this turns out to be easier said than done, as Asahi is a man who is easy to read and is unable to keep any secrets to himself.  And this is only the beginning of his troubles—more supernatural beings enter his life, and he is forced to protect all of their identities or face the consequences. Jitsu wa Watashi wa follows Asahi as he deals with his new friends and the unique challenges they bring, struggles to keep his mouth shut, and desperately tries to win Youko's heart in the process.  [Written by MAL Rewrite]"
"33","Vanitas no Karte Part 2","https://cdn.myanimelist.net/images/anime/1247/120579.jpg","TV","12","Finished Airing","2022-01-15","Funimation","[7, 59, 60, 61, 28]","Manga","[1, 10, 7, 4, 5, 6]","23.0","Vanitas and Noé Archiviste head out to the town of Gévaudan in search of the ""Beast,"" an enormous wolf-like creature that has slaughtered hundreds of people. Suspecting that the Beast is a curse-bearing vampire, Vanitas primarily aims to heal it using the powers of his grimoire.  Along the way, the two get separated and suddenly travel back to the past—to the exact moment the Beast is lurking in the woods. After a battle against the gigantic wolf and a vampire hunter, Vanitas decides to team up with Jeanne in order to find Noé. Despite being allies, Jeanne's goal is the opposite of Vanitas', as she was tasked to kill the Beast—suspecting it may be someone she used to know.  Meanwhile, a severely wounded Noé is picked up by the mysterious Chloé d'Apchier and her servant. Like Noé, Chloé is a vampire whose existence was erased from the public's knowledge. She has been a guardian for future generations and once tried to find a way to become human again. While Noé is grateful to Chloé for her hospitality, little does he know that she might be siding with forces far more dangerous than the Beast itself.  [Written by MAL Rewrite]"
"34","Devils Line","https://cdn.myanimelist.net/images/anime/1053/98838.jpg","TV","12","Finished Airing","2018-04-07","Sentai Filmworks","[8, 87, 78]","Manga","[1, 9, 8, 3, 13, 5, 15]","23.0","Vampires walk among society, existing as part of its underbelly. They do not require blood to survive, but extreme emotions can immensely increase their bloodlust, turning them into uncontrollable monsters. Tsukasa Taira, a 22-year-old university student, learns of the existence of vampires when her longtime friend reveals himself to be one of them after a tense confrontation with Yuuki Anzai—a human and vampire hybrid.  Her friend is arrested, and Tsukasa soon finds herself drawn to Anzai, who reluctantly reciprocates her feelings. However, this unconventional romance may prove too difficult to maintain, as Anzai struggles to contain the part of him that wishes to devour Tsukasa.  [Written by MAL Rewrite]"
"35","Sirius","https://cdn.myanimelist.net/images/anime/1456/94897.jpg","TV","12","Finished Airing","2018-07-12","None found","[79, 2, 88, 89]","Original","[1, 3, 4, 5]","23.0","In the year 1930, vampires have infiltrated Tokyo to feast upon its unsuspecting citizens. As the number of victims continues to rise, the city's authorities decide to hire the Jaegers—a strange, diverse group of individuals tasked by the V Shipping Company to hunt down vampires around the world. Carrying musical instrument cases to disguise their identity, the Jaegers battle the vampires with the same mercilessness demonstrated by their foes.  Yuliy, the Jaeger's most skilled warrior, is the sole survivor of a vampire raid on his home village. Using the strength granted by his werewolf blood, he works with his team to assist Tokyo's law enforcement with the city's vampire problem. Though under the pretense of helping the police, the Jaegers are actually fighting the vampires over the mystical Ark of Sirius. With its power to change the fate of the world, Yuliy and his friends must locate the artifact before the vampires can use it to achieve their destructive goals.  [Written by MAL Rewrite]"
"36","Dance in the Vampire Bund","https://cdn.myanimelist.net/images/anime/1062/124809.jpg","TV","12","Finished Airing","2010-01-07","Funimation","[90, 91, 10, 41, 33, 9]","Manga","[1, 9, 8, 3, 5, 15]","23.0","On live television, Mina Tepes, the ruler of all vampires, reveals the existence of her species to the world and states her plan to build a sanctuary in Japan for vampires, called the Vampire Bund. Using her family's wealth to pay off the nation's debt, they have agreed to let her build this safe-haven for her fellow creatures of the night. But not everyone is so easily swayed by Mina's influence, as her announcement brings about conflict with humans who believe that the queen's quest for peace is a façade.  Akira Kaburagi does not believe in vampires and gets uneasy whenever they are brought up, although he has yet to realize why. Apart from suffering a head injury a year ago, he lives on blissfully until he meets Mina. She triggers within him memories of a life he had long forgotten, and he soon begins protecting her without understanding why. But Akira's secret is far stranger than he could have ever thought possible—he discovers that he is a werewolf, sworn from birth to protect the vampire queen, even if it costs him his life. Now, as these two dance a rondo of death in the Vampire Bund, Mina and Akira find out just how deep their bond goes.  [Written by MAL Rewrite]"
"37","Zoku Owarimonogatari","https://cdn.myanimelist.net/images/anime/1022/96168.jpg","TV","6","Finished Airing","2019-05-19","Aniplex of America","[7, 8, 9]","Light novel","[17, 7, 3, 5]","28.0","Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings.  However, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems.  Zoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension.  [Written by MAL Rewrite]"
"38","Strike the Blood II","https://cdn.myanimelist.net/images/anime/1600/111675.jpg","OVA","8","Finished Airing","2016-11-23","None found","[40, 2, 3, 42, 60, 44, 45]","Light novel","[1, 10, 3, 20, 21, 5]","25.0","The second season of Strike the Blood which adapts three arcs from the 9th, 11th, and 12th light novel volumes."
"39","Vampire Hunter D (2000)","https://cdn.myanimelist.net/images/anime/1571/135153.jpg","Movie","1","Finished Airing","2000-08-25","Discotek Media","[40, 92, 93, 17]","Light novel","[1, 9, 10, 12, 8, 28, 5]","1.0","The story revolves around D, the infamous ""dhampir"" (born of a vampire father and a human mother) outcast and renowned vampire hunter. His prowess at hunting the creatures of the night allowing his acceptance among humans, he is called upon to locate Charlotte Elbourne, the lovely daughter of an affluent family who has been mysteriously kidnapped.  When the sun sets, the hunt goes on! Charlotte's father offers a rich bounty, be she dead or alive, a task D willingly accepts, even with notorious Markus brothers and their gang of bounty hunters seeking the prize as well. Amidst the chase and unknown to all lurks, a sinister evil which has been secretly manipulating their every move and has set a chilling trap that none will expect and few will survive. With the tables turned and the secrets revealed, the hunters could quickly become the hunted!  (Source: AniDB)"
"40","Trinity Blood","https://cdn.myanimelist.net/images/anime/10/24649.jpg","TV","24","Finished Airing","2005-04-29","Funimation","[31]","Light novel","[1, 10, 5]","24.0","Following Armageddon, an apocalyptic war, mankind faces yet another menace: vampires. The continuous confrontations between the races have split the world into separate factions. The race of vampires, Methuselah, are affiliated with the New Human Empire; whereas the humans, deemed Terrans by the vampires, make up the Vatican Papal State. Furthermore, extremist groups like the Rosenkreuz Order strive to rekindle a war, despite the factions' attempts to avoid direct conflict.  To combat terrorist organizations, the Vatican has implemented the AX unit. Led by Cardinal Caterina Sforza, the AX agents investigate vampire-related disturbances with hopes that the Terrans and the Methuselah will one day achieve peaceful coexistence. Amongst the AX unit is priest Abel Nightroad—a seemingly disoriented but gentle-hearted fellow who is a fierce vampire slayer on the battlefield. Joining the unit as his partner is agent Sister Esther Blanchett, a brave and gentle young nun troubled with a tragic past.  As the two grow closer, they begin to uncover signs of malicious schemes and dark forces working in the shadows. But the path they walk is riddled with misfortune that might just force them to confront the memories that plague their hearts.  [Written by MAL Rewrite]"
"41","Karin","https://cdn.myanimelist.net/images/anime/9/79205.jpg","TV","24","Finished Airing","2005-11-03","Funimation, Geneon Entertainment USA","[94, 67, 32, 95, 96]","Manga","[17, 8, 3, 22, 5, 6]","23.0","Vampires—supernatural beings that feed on the life essence of the unsuspecting at night—have been around for centuries. However, high schooler Karin Maaka is unusual, even among her own kind. Unlike her vampire family, ever since she was a child, Karin has suffered from polycythemia: a rare disorder which causes her to periodically produce excessive amounts of blood. And the more blood she produces, the more anemic and lightheaded she gets, ultimately leading to frequent nosebleeds.  Her only solution? Force her excess blood onto random strangers, which surprisingly causes these ""victims"" to become livelier and happier than before. With her siblings—Anju, her reserved yet affectionate younger sister, and Ren, her womanizing elder brother—helping her abilities remain a secret by altering the affected humans' memories, no one is the wiser. That is, until Karin's newly transferred classmate, Kenta Usui, finds her behavior suspicious. And to make matters even more complicated, Karin feels her blood reacting unusually to Kenta's presence.  [Written by MAL Rewrite]"
"42","Shingetsutan Tsukihime","https://cdn.myanimelist.net/images/anime/12/20669.jpg","TV","12","Finished Airing","2003-10-10","Sentai Filmworks, Geneon Entertainment USA","[97, 98, 40, 96]","Visual novel","[1, 12, 7, 8, 3, 16, 5]","24.0","Shiki Toono wakes up in a hospital ward with the ability to see invisible lines. These thin threads, which make up all matter in Shingetsutan, instantly destroy an object when severed. Shiki discovers that if he traces the lines of something, its destruction soon follows. While keeping his supernatural vision a secret, Shiki proceeds to live his sophomore life in peace. However, this peace is short-lived when Shiki encounters a mysterious woman with bright red eyes on his way back from school. Following a sudden psychotic lapse, he appears to kill the woman, and passes out shortly after. As if things couldn't get any worse, Shiki is assailed by a pair of demonic hounds the next day—facing certain death, Shiki is saved by the timely arrival of the same woman from yesterday. She introduces herself as Arcueid Brunestud, a vampire princess. Deciding to team up, Shiki and Arcueid embark on a journey to uncover the truth behind their lineage and the recent string of murders around town.  [Written by MAL Rewrite]"
"43","Bungou Stray Dogs 5th Season","https://cdn.myanimelist.net/images/anime/1161/136691.jpg","TV","11","Finished Airing","2023-07-12","None found","[94, 73, 40, 70, 71, 99, 100, 101, 102, 28]","Manga","[1, 7, 3, 13, 29, 30, 16, 5, 15]","23.0","The Armed Detective Agency is still on the run from the Hunting Dogs, but not all hope is lost. Detective Ranpo Edogawa has a plan to prove the Agency's innocence and save the world from chaos: to find and capture Kamui—the leader of the terrorist organization Decay of the Angel.  In order to determine Kamui's whereabouts, Ranpo and his colleague Atsushi Nakajima must convince Ouchi Fukuchi, the renowned captain of the Hunting Dogs, for amnesty. Although Fukuchi was tasked with arresting the members of the Agency, his past with the Agency's president, Yukichi Fukuzawa, may be the key to earning his trust. But unbeknownst to them, Fukuchi might not be as honorable as he proclaims.  [Written by MAL Rewrite]"
"44","Diabolik Lovers More,Blood","https://cdn.myanimelist.net/images/anime/3/73657.jpg","TV","12","Finished Airing","2015-09-24","Sentai Filmworks","[67, 69]","Visual novel","[9, 3, 26, 22, 5, 27]","12.0","Yui Komori, still held captive by the Sakamaki brothers—pureblood vampires after her blood—experiences yet more bizarre twists to her life following her stay at their household. Though haunted by enigmatic dreams, Yui soon deciphers their meaning when caught in a car crash, which subsequently leads to meeting four new vampires: the Mukami brothers, Ruki, Azusa, Kou, and Yuuma, who themselves capture the bewildered girl.  Yui later awakens in the Mukami mansion, where the brothers reveal their plans for her: she is their ""Eve,"" and her blood will find the ""Adam"" among them; together, they will have the power to rule the world. However, with the Sakamaki brothers hot on their heels, things might not go quite as smoothly as they had imagined.  [Written by MAL Rewrite]"
"45","Tsuki to Laika to Nosferatu","https://cdn.myanimelist.net/images/anime/1393/118374.jpg","TV","12","Finished Airing","2021-10-04","Funimation","[55, 103, 104, 105, 106]","Light novel","[10, 28, 4, 11, 31, 5]","23.0","On November 23, 1957, the whole world witnessed the Federal Republic of Zirnitra's monumental achievement of sending the first live animal—a dog—to outer space. Since then, the space race between the confederacy and its competitor, the United Kingdom of Arnack, has intensified; the two countries hope to one day send humans to the cosmos above.  As a dog's biology is inherently different from a human's anatomy, there is no way to perfectly identify the risks involving space travel and its effects on an individual's body without actually sending someone for observation. However, Zirnitra's government has a potential solution: to experiment on vampires, whose biological similarity to humans is too significant to ignore.  Despite being forcibly taken from her home in the mountains, vampire Irina Luminesk shows no resistance and is even willing to train as a test subject. Lev Leps, a former top candidate to become the first human cosmonaut, is designated to accompany Irina and act as her guide. Through their time together, Irina and Lev begin to develop a mutual love for outer space, bringing them closer together.  [Written by MAL Rewrite]"
"46","Kore wa Zombie desu ka? OVA","https://cdn.myanimelist.net/images/anime/12/36243.jpg","OVA","2","Finished Airing","2011-06-10","Funimation","[47]","Light novel","[1, 17, 10, 20, 21, 5]","24.0","Two OVAs released with the 8th and 10th volumes of the original novel. They fall chronologically between the first and second seasons."
"47","Itsuka Tenma no Kuro Usagi","https://cdn.myanimelist.net/images/anime/5/75197.jpg","TV","12","Finished Airing","2011-07-09","None found","[67, 32, 41, 46, 3, 69]","Light novel","[1, 17, 10, 8, 20, 22, 5]","24.0","Taito has been really sleepy lately, and keeps dreaming of a female vampire who says she has given him her ""poison."" Sometimes he even thinks he hears her voice when he's awake. But after surviving an accident that should have killed him, Taito's world changes drastically and he realizes that his dreams are more real than he thought."
"48","Undead Girl Murder Farce","https://cdn.myanimelist.net/images/anime/1946/136661.jpg","TV","13","Finished Airing","2023-07-06","None found","[49, 8, 29, 3, 107, 71, 57, 108, 109]","Novel","[10, 7, 13, 29, 4, 5]","22.0","In 19th-century France, the wife of vampire noble Jean Duchet Godard is murdered in her own home. With the local human authorities unwilling to properly investigate the case, Godard hires a pair of private detectives known to specialize in the supernatural: Tsugaru Shinuchi, a man with a mysterious birdcage; and his partner, Aya Rindou. This enigmatic duo has come from faraway Japan for one purpose—to track down the man who stole both Aya's body and Tsugaru's humanity.  [Written by MAL Rewrite]"
"49","JoJo no Kimyou na Bouken","https://cdn.myanimelist.net/images/anime/1171/106036.jpg","OVA","6","Finished Airing","1993-11-19","None found","[5, 110]","Manga","[1, 2, 9, 3, 5, 6]","35.0","Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Spirit"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all."
"50","Dance with Devils","https://cdn.myanimelist.net/images/anime/4/75640.jpg","TV","12","Finished Airing","2015-10-07","Funimation","[111, 23, 40, 3, 112, 34]","Mixed media","[10, 8, 19, 26, 22, 5]","23.0","Ritsuka Tachibana has always been a good student, so she is completely shocked when she is suddenly summoned by the student council for breaking school rules. Led by Rem Kaginuki, the student council—also consisting of Urie Sogami, Shiki Natsumezaka, and Mage Nanashiro—tries to interrogate her, but it soon becomes clear that they have ulterior motives. However, this is only the beginning of Ritsuka's misfortune. When her mother gets kidnapped, her life is turned upside down, and Ritsuka gets drawn into a battle for supremacy between vampires and devils. Both groups are searching for the ""Grimoire,"" a forbidden item that allows its owner to rule the world, and Ritsuka is somehow connected to this strange artifact.  The return of Ritsuka's protective brother Lindo from overseas gives her hope that life could return to normal. But even her sibling is harboring his own dark secrets. Ritsuka begins to question whom she can trust, and if she can ignore her growing attraction toward the devilishly handsome student council members.  [Written by MAL Rewrite]"
"51","Mars Red","https://cdn.myanimelist.net/images/anime/1212/113448.jpg","TV","13","Finished Airing","2021-04-06","Funimation","[113, 75, 114, 115, 116, 117]","Other","[1, 3, 13, 4, 11, 5]","23.0","In the year 1923, a vampire crisis takes Tokyo by storm. Provoked by the illegal trade of ""Ascra,"" an artificial blood source, the population of vampires begins to rapidly increase within the city. Under orders from Lieutenant General Sounosuke Nakajima, the Special Forces Unit 16 gathers vampires within the military to create a new undercover vampire-hunting unit known as Code Zero.  Leading the unit is Colonel Yoshinobu Maeda. Responsible for locating the source of the Ascra trade as well as capturing and killing vampires, he is pressured into producing fruitful results amidst the growing criticism that threatens to decommission the unit. To make matters worse, the vampires within the unit are struggling to grasp their newfound powers and identities now that they are no longer human. With the world at odds against them, the members of Code Zero must find a way to curb the crisis or otherwise fall victim to their own demonic natures.  [Written by MAL Rewrite]"
"52","Strike the Blood III","https://cdn.myanimelist.net/images/anime/1768/111676.jpg","OVA","10","Finished Airing","2018-12-19","None found","[40, 118, 2, 3, 42, 60, 100, 44, 45]","Light novel","[1, 10, 3, 20, 21, 5]","26.0","It was announced at a Dengeki Game Festival stage event that the Strike the Blood light novel series will get a third OVA release. It will cover until the end of Seisen-hen.  (Source: MAL news)"
"53","Noblesse: Awakening","https://cdn.myanimelist.net/images/anime/5/78406.jpg","ONA","1","Finished Airing","2016-02-04","None found","[65]","Web manga","[1, 3, 22, 5]","31.0","Long ago lived the ""nobles,"" an ancient race of immortal supernatural beings. They were revered as rulers and gods. Among the nobles was the ""Noblesse,"" a powerful individual shrouded in mystery named Cadis Etrama di Raizel, or ""Rai."" Upon awakening in South Korea after an 820-year-long sleep, Rai sets to find his loyal and devoted servant, Frankenstein, whom he discovers to be the current director of Ye Ran High School. In his wish to learn more about modern civilization, Rai enrolls as a student to better experience life in the modern world.  Noblesse: Awakening details the beginning of Rai's new life as a high school student as he spends time with friends and fights threats both human and supernatural in order to prevent their schemes from harming Korea.  [Written by MAL Rewrite]"
"54","Fortune Arterial: Akai Yakusoku","https://cdn.myanimelist.net/images/anime/11/26876.jpg","TV","12","Finished Airing","2010-10-09","None found","[48, 32, 46, 3, 119, 120, 121, 69]","Visual novel","[17, 8, 3, 22, 5]","24.0","Fortune Arterial's story revolves around the male protagonist Kohei Hasekura, who transfers into a prestigious public school in the style of an English six-year school encompassing junior-high and high school students. The school is on an island named Tamatsu Island off-shore from mainland Japan, and the only way to get there is by boat. Soon after transferring, he discovers that one of the student in the class next door to his, Sendo Erika, is in fact a type of vampire.  (Source: Wikipedia)"
"55","Blood Lad: Wagahai wa Neko de wa Nai","https://cdn.myanimelist.net/images/anime/2/52611.jpg","OVA","1","Finished Airing","2013-12-04","VIZ Media","[32, 34]","Manga","[1, 17, 10, 18, 19, 5, 15]","27.0","Bundled with the tenth limited-edition volume of Blood Lad manga."
"56","Blood: The Last Vampire","https://cdn.myanimelist.net/images/anime/9/18913.jpg","Movie","1","Finished Airing","2000-11-18","Manga Entertainment","[7, 122, 123, 65]","Original","[32, 12, 3, 14, 5]","48.0","Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested...  (Source: ANN)"
"57","Bloodivores","https://cdn.myanimelist.net/images/anime/11/82233.jpg","TV","12","Finished Airing","2016-10-01","None found","[124, 125, 126, 127]","Web manga","[1, 7, 3, 33, 5]","24.0","60 years ago, a strange case of insomnia struck the population, forcing them to stay awake for more than a full week. The victims, completely sleep deprived, all went mad. To cure this illness, a new medicine was produced, but the side effects turned the patients into vampires. Humanity went to war against this new species and triumphed, but some of the vampires managed to survive. Born from a Human and a Vampire, the main character Mi Liu, ""The Child of Hope,"" is to represent the new hope that will connect the two species. Ringleader of a bank robbery, Mi Liu is arrested and transferred to a special prison of the National Defense Agency that monitors Vampires. Trying to break free with Anji, Mi Liu is attacked by strange monsters and he finds out that the prison location corresponds to the birthplace of Vampires, the old capital ""Blue Town."" Why are Vampires trapped in Blue Town? What are those strange monsters attacking them? Our heroes must fight to solve those mysteries.  (Source: Emon via ANN)"
"58","Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu","https://cdn.myanimelist.net/images/anime/4/43515.jpg","OVA","1","Finished Airing","2012-10-20","Funimation","[32, 41, 46, 3, 33, 47]","Light novel","[1, 17, 10, 20, 21, 5]","26.0","An unaired OVA episode of Kore wa Zombie Desu ka? of the Dead. It is the 11th episode and was bundled with the sixth volume of the manga."
"59","Tonari no Kyuuketsuki-san","https://cdn.myanimelist.net/images/anime/1851/96154.jpg","TV","12","Finished Airing","2018-10-05","Discotek Media","[67, 41, 128, 60, 129, 130]","4-koma manga","[17, 3, 34, 5]","23.0","Rumors tell about an ageless girl who only comes out at night, living in a mansion in the middle of the forest. Some say that she is a living doll with a soul. Upon hearing these rumors, Akari Amano seeks out this girl, only to find herself lost as she treks through the woods amidst the darkness.  A vampire named Sophie Twilight saves her, turning out to be the rumored girl. However, unlike the vampires told in myths, Sophie does not attack humans and instead orders her blood online. Akari instantly becomes charmed with her doll-like appearance and proceeds to abruptly move in with her, thus starting their life together.  [Written by MAL Rewrite]"
"60","Black Blood Brothers","https://cdn.myanimelist.net/images/anime/5/13804.jpg","TV","12","Finished Airing","2006-09-08","Funimation","[131, 35, 132, 133]","Light novel","[1, 17, 10, 5]","25.0","Black Bloods and Red Bloods, vampires and humans. Despite their differences, these two races once fought together in a crusade against a formidable foe. A decade later, the vampire war hero Jirou Mochizuki, known as the ""Silver Blade,"" travels with his younger brother Kotarou to the Special Zone—a safe haven where vampires and humans live in harmony. However, their journey is suddenly faced with danger when a conflict erupts between vampire migrants and human forces from the Special Zone. With the rise of a developing conspiracy from an old enemy, Jirou will need the help of his new ally, Mimiko ""Compromiser"" Katsuragi, as well as the power of his ancient bloodline to protect what he treasures the most.  [Written by MAL Rewrite]"
"61","Blood-C: The Last Dark","https://cdn.myanimelist.net/images/anime/1159/94216.jpg","Movie","1","Finished Airing","2012-06-02","Funimation","[7, 49, 134, 32, 24, 66, 65]","Original","[1, 12, 3, 14, 5]","1.0","Having escaped the many horrors of her village, Saya Kisaragi vows to hunt down the monster responsible and make him pay with his life. As she tears through flesh and bone for her vendetta, she encounters SIRRUT, a group of ingenious hackers, who enlist Saya to help them defeat a common enemy—someone she knows all too well.  Unfortunately, the path she follows is paved with tragedy, as once again, Saya faces betrayal at the hands of those she has come to trust. With her back against the wall, the fearsome monster slayer must fight with all her strength and skill if she is to overcome this final mission and exact vengeance.  [Written by MAL Rewrite]"
"62","Hellsing: The Dawn","https://cdn.myanimelist.net/images/anime/5/30667.jpg","Special","3","Finished Airing","2011-07-27","Funimation","[21]","Manga","[1, 12, 3, 14, 5, 15]","10.0","During the height of World War II, Nazi Germany seeks to strengthen their soldiers with technology crafted under the influence of vampiric biology. Out of fear of this technology turning the tide of war in the Axis's favor, Sir Arthur Hellsing enlists his butler and soldier Walter C. Dornez and vampire Alucard to put a stop to the German plot, sending the two men into a conflict that will scar them both forever.  [Written by MAL Rewrite]"
"63","Kurozuka",,"TV","12","Finished Airing","2008-10-07","Mill Creek Entertainment","[135, 17]","Manga","[1, 9, 12, 8, 28, 14, 4, 35, 5, 15]","23.0","In 12th-century Japan, swordsman Kurou escapes ghastly pursuers into a deep forest with his servant Benkei. Seeking shelter, the two find themselves within the secluded abode of the mysterious and beautiful Kuromitsu. While they are warmly accepted, the men are warned to never enter Kuromitsu's room.  However, driven by innate curiosity and perhaps a condemned love, Kurou peeks through the ajar door, only to find Kuromitsu feasting on the blood of fallen men. He soon learns Kuromitsu is an immortal vampire, and dedicates himself to her—even becoming a vampire himself in order to spend eternity with her. But the cryptic organization known as the Red Army has enlisted the help of Benkei, who betrays Kurou and severs his head.  Awaking centuries into the future in an apocalyptic modern-day Japan, Kurou sets off to reunite with his lover and exact revenge on the Red Army.  [Written by MAL Rewrite]"
"64","Strike the Blood: Valkyria no Oukoku-hen","https://cdn.myanimelist.net/images/anime/12/77275.jpg","OVA","2","Finished Airing","2015-11-25","None found","[40, 2, 3, 42, 60, 136, 44, 45]","Light novel","[1, 10, 3, 20, 22, 5]","23.0","It was officially announced at the Dengeki Game Festival 2015 event that Strike the Blood will be getting a two-episode OVA series to be released at the end of 2015. The OVA will be an original story written by Gakuto Mikumo.  (Source: MAL News)"
"65","Owaranai Seraph","https://cdn.myanimelist.net/images/anime/6/76505.jpg","Special","9","Finished Airing","2015-06-24","Funimation","[12]","Manga","[17, 3, 5, 6]","2.0","Specials included in the Blu-ray and DVD releases."
"66","Kyuuketsuki Sugu Shinu","https://cdn.myanimelist.net/images/anime/1892/117151.jpg","TV","12","Finished Airing","2021-10-04","Funimation","[67, 137, 81, 138, 60, 84, 139, 140, 17]","Manga","[17, 3, 13, 36, 5, 6]","23.0","Vampires are known to have many weaknesses that balance out their incredible power, but the vampire lord Draluc happens to be weak to pretty much anything.  The vampire hunter Ronald receives a job to infiltrate the castle of the so-called ""Invincible Progenitor"" and rescue a woman's son from the monster within. But upon arriving, he is dumbfounded to discover that the vampire quickly turns to ash by something as trivial as a clap of his hands! Moreover, the child he was sent to save had merely wandered in to play the vampire lord's video games while he slept!  In a disastrous turn of events, Draluc's castle is destroyed, and the fragile vampire decides to move in with the hunter who has only just defeated him. Ronald, Draluc, and the vampire's pet armadillo John form quite the eccentric team as they are forced to work together while fending off Ronald's violent editor, the lesser vampires plaguing the city, and even their fellow vampire hunters.  [Written by MAL Rewrite]"
"67","Vampire Hunter D","https://cdn.myanimelist.net/images/anime/1825/137673.jpg","Movie","1","Finished Airing","1985-12-21","Sentai Filmworks","[40, 141, 142, 133]","Light novel","[1, 12, 28, 3, 5]","1.0","10,000 years in the future, the world has become a very different place; monsters roam the land freely, and people, although equipped with high tech weapons and cybernetic horses, live a humble life more suited to centuries past. The story focuses on a small hamlet plagued by monster attacks and living under the shadow of rule by Count Magnus Lee, a powerful vampire lord who has ruled the land for thousands of years. When a young girl is bitten by the Count and chosen as his current plaything, she seeks out help of a quiet wandering stranger, D. It so happens that D is one of the world's best vampire hunters, and he takes it upon himself to cut through Magnus Lee's many minions, and put an end to the Count's rule.  (Source: AniDB)"
"68","Strike the Blood IV","https://cdn.myanimelist.net/images/anime/1692/116875.jpg","OVA","12","Finished Airing","2020-04-08","None found","[40, 118, 2, 3, 60, 100, 45]","Light novel","[1, 10, 3, 20, 21, 5]","25.0","Fourth season of Strike the Blood."
"69","Owari no Seraph: Kyuuketsuki Shahar","https://cdn.myanimelist.net/images/anime/1272/121985.jpg","OVA","1","Finished Airing","2016-05-02","None found","[12]","Manga","[1, 9, 3, 11, 5, 6]","23.0","The story is set before the main story's ""Battle in Nagoya"" arc.  The Shinoa Squad receives another mission from Guren; to rescue a human girl named Riko from a mysterious vampire, Shahar, and bring her back to her family. However, Ferid and Crowley also appear when they find Shahar. Can Yuuichirou save the girl?  (Source: Crunchyroll)"
"70","Demi-chan wa Kataritai: Demi-chan no Natsuyasumi","https://cdn.myanimelist.net/images/anime/6/88769.jpg","ONA","1","Finished Airing","2017-06-29","Funimation","[64]","Manga","[17, 10, 19, 22, 5, 15]","23.0","During summer break, Tetsuo asks Sakie to join him on patrol duty for the local summer festival, which both the demis and Himari and her friends go to. As each group decides to check out a nearby shrine, they get spooked by some strange occurrences, which turn out to be each other. As the next term begins, Tetsuo converses with an invisible woman named Matsuri.  (Source: Crunchyroll)"
"71","Hikikomari Kyuuketsuki no Monmon","https://cdn.myanimelist.net/images/anime/1032/137893.jpg","TV","12","Finished Airing","2023-10-07","Sentai Filmworks","[11, 143, 144, 140, 145, 146, 147, 148, 149, 150]","Light novel","[17, 10, 5]","23.0","In a world where death is not permanent, Terakomari ""Komari"" Gandesblood has been a self-proclaimed professional shut-in for the past three years. As part of the noble Gandesblood lineage, she once tried to meet the expectations of her family. However, as a vampire who cannot use magic or consume blood, she soon gave up on becoming an imperial general like her ancestors. Unfortunately, a misunderstanding with her father earns her the formidable position of one of the Seven Crimson Lords, the strongest fighters and generals in the Mulnite Empire.  Now, Komari must hide her lack of talent from the soldiers she commands, or they may attempt to overthrow her. Working alongside her newly-assigned maid, Villhaze, Komari manages to trick her unit of soldiers into believing she is a ruthless warlord and promises to conquer the world. But as more people come to admire Komari, her life is further threatened as a vampire from her past reappears with every intention to kill her for good.  [Written by MAL Rewrite]"
